
 7.990E-0001,-6.28671E-0007
 7.980E-0001,-6.04257E-0007
 7.970E-0001,-5.85946E-0007
 7.960E-0001,-5.52376E-0007
 7.950E-0001,-5.31013E-0007
 7.940E-0001,-5.00495E-0007
 7.930E-0001,-4.76081E-0007
 7.920E-0001,-4.54718E-0007
 7.910E-0001,-4.33356E-0007
 7.900E-0001,-4.11993E-0007
 7.890E-0001,-3.87579E-0007
 7.880E-0001,-3.78423E-0007
 7.870E-0001,-3.63164E-0007
 7.860E-0001,-3.47905E-0007
 7.850E-0001,-3.35698E-0007
 7.840E-0001,-3.26543E-0007
 7.830E-0001,-3.11284E-0007
 7.820E-0001,-3.02128E-0007
 7.810E-0001,-2.86869E-0007
 7.800E-0001,-2.77714E-0007
 7.790E-0001,-2.68558E-0007
 7.780E-0001,-2.68558E-0007
 7.770E-0001,-2.56351E-0007
 7.760E-0001,-2.44144E-0007
 7.750E-0001,-2.34988E-0007
 7.740E-0001,-2.25833E-0007
 7.730E-0001,-2.16678E-0007
 7.720E-0001,-2.04470E-0007
 7.710E-0001,-2.04470E-0007
 7.700E-0001,-1.86160E-0007
 7.690E-0001,-1.83108E-0007
 7.680E-0001,-1.86160E-0007
 7.670E-0001,-1.70901E-0007
 7.660E-0001,-1.67849E-0007
 7.650E-0001,-1.61745E-0007
 7.640E-0001,-1.55642E-0007
 7.630E-0001,-1.52590E-0007
 7.620E-0001,-1.37331E-0007
 7.610E-0001,-1.34279E-0007
 7.600E-0001,-1.31227E-0007
 7.590E-0001,-1.25123E-0007
 7.580E-0001,-1.19020E-0007
 7.570E-0001,-1.15968E-0007
 7.560E-0001,-1.09864E-0007
 7.550E-0001,-1.03761E-0007
 7.540E-0001,-1.03761E-0007
 7.530E-0001,-9.76577E-0008
 7.520E-0001,-9.46059E-0008
 7.510E-0001,-9.15541E-0008
 7.500E-0001,-8.23987E-0008
 7.490E-0001,-8.23987E-0008
 7.480E-0001,-8.23987E-0008
 7.470E-0001,-7.32433E-0008
 7.460E-0001,-7.32433E-0008
 7.450E-0001,-7.01915E-0008
 7.440E-0001,-5.79842E-0008
 7.430E-0001,-5.49324E-0008
 7.420E-0001,-5.18806E-0008
 7.410E-0001,-4.88288E-0008
 7.400E-0001,-4.57770E-0008
 7.390E-0001,-4.27252E-0008
 7.380E-0001,-4.57770E-0008
 7.370E-0001,-3.66216E-0008
 7.360E-0001,-3.35698E-0008
 7.350E-0001,-3.35698E-0008
 7.340E-0001,-2.44144E-0008
 7.330E-0001,-2.74662E-0008
 7.320E-0001,-2.44144E-0008
 7.310E-0001,-2.13626E-0008
 7.300E-0001,-1.83108E-0008
 7.290E-0001,-1.52590E-0008
 7.280E-0001,-1.22072E-0008
 7.270E-0001,-6.10360E-0009
 7.260E-0001,-9.15541E-0009
 7.250E-0001,-3.05180E-0009
 7.240E-0001,-3.05180E-0009
 7.230E-0001, 0.00000E+0000
 7.220E-0001, 6.10360E-0009
 7.210E-0001, 9.15541E-0009
 7.200E-0001, 1.22072E-0008
 7.190E-0001, 1.22072E-0008
 7.180E-0001, 9.15541E-0009
 7.170E-0001, 1.22072E-0008
 7.160E-0001, 1.83108E-0008
 7.150E-0001, 2.44144E-0008
 7.140E-0001, 1.83108E-0008
 7.130E-0001, 1.83108E-0008
 7.120E-0001, 2.13626E-0008
 7.110E-0001, 2.44144E-0008
 7.100E-0001, 3.05180E-0008
 7.090E-0001, 3.05180E-0008
 7.080E-0001, 3.05180E-0008
 7.070E-0001, 3.66216E-0008
 7.060E-0001, 3.96734E-0008
 7.050E-0001, 3.96734E-0008
 7.040E-0001, 4.27252E-0008
 7.030E-0001, 4.88288E-0008
 7.020E-0001, 4.57770E-0008
 7.010E-0001, 4.88288E-0008
 7.000E-0001, 5.49324E-0008
 6.990E-0001, 5.79842E-0008
 6.980E-0001, 5.49324E-0008
 6.970E-0001, 6.10360E-0008
