"1_100.spc - RawData"
"Wavelength nm."	"Abs."
400.00	0.041
402.00	0.040
404.00	0.038
406.00	0.037
408.00	0.036
410.00	0.035
412.00	0.034
414.00	0.033
416.00	0.033
418.00	0.033
420.00	0.033
422.00	0.033
424.00	0.033
426.00	0.033
428.00	0.034
430.00	0.034
432.00	0.035
434.00	0.035
436.00	0.036
438.00	0.036
440.00	0.037
442.00	0.038
444.00	0.038
446.00	0.039
448.00	0.040
450.00	0.041
452.00	0.041
454.00	0.042
456.00	0.043
458.00	0.044
460.00	0.045
462.00	0.045
464.00	0.046
466.00	0.047
468.00	0.048
470.00	0.048
472.00	0.049
474.00	0.050
476.00	0.051
478.00	0.052
480.00	0.052
482.00	0.053
484.00	0.053
486.00	0.054
488.00	0.055
490.00	0.056
492.00	0.057
494.00	0.058
496.00	0.059
498.00	0.060
500.00	0.061
502.00	0.062
504.00	0.063
506.00	0.064
508.00	0.065
510.00	0.066
512.00	0.067
514.00	0.068
516.00	0.069
518.00	0.071
520.00	0.072
522.00	0.073
524.00	0.074
526.00	0.075
528.00	0.076
530.00	0.077
532.00	0.078
534.00	0.079
536.00	0.081
538.00	0.082
540.00	0.084
542.00	0.085
544.00	0.086
546.00	0.087
548.00	0.089
550.00	0.090
552.00	0.091
554.00	0.092
556.00	0.094
558.00	0.095
560.00	0.096
562.00	0.098
564.00	0.099
566.00	0.100
568.00	0.102
570.00	0.103
572.00	0.104
574.00	0.105
576.00	0.107
578.00	0.108
580.00	0.109
582.00	0.111
584.00	0.112
586.00	0.113
588.00	0.114
590.00	0.115
592.00	0.116
594.00	0.118
596.00	0.119
598.00	0.120
600.00	0.121
602.00	0.122
604.00	0.123
606.00	0.124
608.00	0.125
610.00	0.126
612.00	0.127
614.00	0.128
616.00	0.129
618.00	0.130
620.00	0.131
622.00	0.131
624.00	0.132
626.00	0.133
628.00	0.133
630.00	0.134
632.00	0.135
634.00	0.135
636.00	0.136
638.00	0.136
640.00	0.137
642.00	0.138
644.00	0.138
646.00	0.138
648.00	0.139
650.00	0.139
652.00	0.140
654.00	0.141
656.00	0.141
658.00	0.142
660.00	0.142
662.00	0.143
664.00	0.144
666.00	0.144
668.00	0.145
670.00	0.146
672.00	0.147
674.00	0.148
676.00	0.148
678.00	0.149
680.00	0.150
682.00	0.151
684.00	0.152
686.00	0.153
688.00	0.154
690.00	0.156
692.00	0.157
694.00	0.159
696.00	0.160
698.00	0.162
700.00	0.164
702.00	0.165
704.00	0.167
706.00	0.169
708.00	0.171
710.00	0.173
712.00	0.175
714.00	0.178
716.00	0.180
718.00	0.182
720.00	0.185
722.00	0.188
724.00	0.191
726.00	0.194
728.00	0.197
730.00	0.201
732.00	0.204
734.00	0.208
736.00	0.212
738.00	0.216
740.00	0.220
742.00	0.224
744.00	0.229
746.00	0.233
748.00	0.237
750.00	0.241
752.00	0.246
754.00	0.251
756.00	0.257
758.00	0.262
760.00	0.267
762.00	0.272
764.00	0.278
766.00	0.283
768.00	0.289
770.00	0.294
772.00	0.300
774.00	0.305
776.00	0.311
778.00	0.316
780.00	0.321
782.00	0.326
784.00	0.332
786.00	0.338
788.00	0.343
790.00	0.349
792.00	0.354
794.00	0.359
796.00	0.364
798.00	0.368
800.00	0.373
802.00	0.377
804.00	0.382
806.00	0.385
808.00	0.388
810.00	0.391
812.00	0.394
814.00	0.397
816.00	0.399
818.00	0.400
820.00	0.402
822.00	0.403
824.00	0.403
826.00	0.403
828.00	0.403
830.00	0.402
832.00	0.400
834.00	0.398
836.00	0.395
838.00	0.392
840.00	0.388
842.00	0.384
844.00	0.378
846.00	0.373
848.00	0.366
850.00	0.359
852.00	0.353
854.00	0.344
856.00	0.337
858.00	0.329
860.00	0.320
862.00	0.313
864.00	0.302
866.00	0.295
868.00	0.285
870.00	0.278
872.00	0.267
874.00	0.260
876.00	0.249
878.00	0.240
880.00	0.233
882.00	0.223
884.00	0.219
886.00	0.210
888.00	0.204
890.00	0.194
892.00	0.191
894.00	0.182
896.00	0.177
898.00	0.171
900.00	0.167
902.00	0.162
904.00	0.162
906.00	0.153
908.00	0.152
910.00	0.152
912.00	0.150
914.00	0.150
916.00	0.156
918.00	0.152
920.00	0.149
922.00	0.149
924.00	0.157
926.00	0.151
928.00	0.152
930.00	0.153
932.00	0.153
934.00	0.155
936.00	0.150
938.00	0.157
940.00	0.168
942.00	0.170
944.00	0.171
946.00	0.181
948.00	0.188
950.00	0.192
952.00	0.199
954.00	0.199
956.00	0.193
958.00	0.200
960.00	0.204
962.00	0.204
964.00	0.197
966.00	0.201
968.00	0.216
970.00	0.211
972.00	0.222
974.00	0.212
976.00	0.211
978.00	0.212
980.00	0.221
982.00	0.210
984.00	0.218
986.00	0.230
988.00	0.218
990.00	0.228
992.00	0.228
994.00	0.242
996.00	0.229
998.00	0.239
1000.00	0.239
