"0 ppm.spc - RawData"
"Wavelength nm."	"Abs."
400.00	-0.001
402.00	-0.001
404.00	-0.001
406.00	-0.001
408.00	-0.001
410.00	-0.001
412.00	-0.001
414.00	-0.002
416.00	-0.002
418.00	-0.002
420.00	-0.002
422.00	-0.002
424.00	-0.001
426.00	-0.001
428.00	-0.002
430.00	-0.001
432.00	-0.002
434.00	-0.002
436.00	-0.002
438.00	-0.002
440.00	-0.002
442.00	-0.002
444.00	-0.002
446.00	-0.002
448.00	-0.002
450.00	-0.002
452.00	-0.001
454.00	-0.001
456.00	-0.001
458.00	-0.001
460.00	-0.001
462.00	-0.001
464.00	-0.001
466.00	-0.001
468.00	-0.001
470.00	-0.001
472.00	-0.001
474.00	-0.001
476.00	-0.001
478.00	-0.001
480.00	-0.001
482.00	-0.001
484.00	-0.001
486.00	-0.001
488.00	-0.001
490.00	-0.001
492.00	-0.001
494.00	-0.001
496.00	-0.001
498.00	-0.000
500.00	-0.000
502.00	-0.000
504.00	0.000
506.00	0.000
508.00	0.000
510.00	0.000
512.00	0.000
514.00	0.000
516.00	0.000
518.00	0.000
520.00	-0.000
522.00	-0.000
524.00	-0.000
526.00	-0.000
528.00	-0.000
530.00	-0.000
532.00	-0.000
534.00	-0.000
536.00	-0.000
538.00	-0.000
540.00	-0.000
542.00	-0.000
544.00	-0.000
546.00	-0.000
548.00	-0.000
550.00	-0.000
552.00	-0.000
554.00	-0.000
556.00	-0.001
558.00	-0.001
560.00	-0.001
562.00	-0.001
564.00	-0.001
566.00	-0.001
568.00	-0.001
570.00	-0.001
572.00	-0.001
574.00	-0.001
576.00	-0.001
578.00	-0.001
580.00	-0.000
582.00	-0.000
584.00	-0.000
586.00	-0.000
588.00	-0.000
590.00	-0.001
592.00	-0.001
594.00	-0.001
596.00	-0.000
598.00	-0.000
600.00	-0.001
602.00	-0.000
604.00	-0.001
606.00	-0.000
608.00	-0.000
610.00	-0.001
612.00	-0.000
614.00	-0.000
616.00	-0.000
618.00	-0.000
620.00	-0.000
622.00	-0.000
624.00	-0.000
626.00	-0.000
628.00	-0.000
630.00	-0.000
632.00	-0.000
634.00	-0.000
636.00	-0.000
638.00	-0.000
640.00	0.000
642.00	0.000
644.00	0.000
646.00	0.000
648.00	0.000
650.00	0.000
652.00	0.000
654.00	0.000
656.00	0.001
658.00	0.001
660.00	0.001
662.00	0.001
664.00	0.001
666.00	0.001
668.00	0.001
670.00	0.001
672.00	0.001
674.00	0.001
676.00	0.001
678.00	0.001
680.00	0.001
682.00	0.001
684.00	0.001
686.00	0.001
688.00	0.001
690.00	0.001
692.00	0.001
694.00	0.001
696.00	0.001
698.00	0.001
700.00	0.001
702.00	0.001
704.00	0.002
706.00	0.001
708.00	0.002
710.00	0.001
712.00	0.002
714.00	0.002
716.00	0.002
718.00	0.002
720.00	0.002
722.00	0.002
724.00	0.002
726.00	0.002
728.00	0.002
730.00	0.001
732.00	0.001
734.00	0.001
736.00	0.001
738.00	0.002
740.00	0.002
742.00	0.002
744.00	0.002
746.00	0.002
748.00	0.002
750.00	0.002
752.00	0.002
754.00	0.002
756.00	0.002
758.00	0.002
760.00	0.002
762.00	0.002
764.00	0.002
766.00	0.002
768.00	0.002
770.00	0.002
772.00	0.002
774.00	0.002
776.00	0.002
778.00	0.002
780.00	0.002
782.00	0.002
784.00	0.002
786.00	0.002
788.00	0.002
790.00	0.002
792.00	0.002
794.00	0.002
796.00	0.002
798.00	0.002
800.00	0.002
802.00	0.002
804.00	0.002
806.00	0.002
808.00	0.002
810.00	0.002
812.00	0.002
814.00	0.002
816.00	0.002
818.00	0.002
820.00	0.002
822.00	0.002
824.00	0.002
826.00	0.002
828.00	0.002
830.00	0.002
832.00	0.002
834.00	0.002
836.00	0.002
838.00	0.002
840.00	0.002
842.00	0.002
844.00	0.001
846.00	0.001
848.00	0.002
850.00	0.001
852.00	0.001
854.00	0.002
856.00	0.000
858.00	0.002
860.00	0.002
862.00	0.001
864.00	0.002
866.00	0.001
868.00	0.002
870.00	0.003
872.00	0.001
874.00	0.003
876.00	-0.000
878.00	0.002
880.00	0.001
882.00	0.002
884.00	0.003
886.00	0.002
888.00	0.003
890.00	0.000
892.00	0.002
894.00	-0.002
896.00	0.002
898.00	-0.001
900.00	0.003
902.00	0.003
904.00	0.003
906.00	0.004
908.00	-0.001
910.00	0.001
912.00	0.002
914.00	0.002
916.00	0.002
918.00	0.003
920.00	-0.000
922.00	0.004
924.00	0.003
926.00	0.001
928.00	-0.001
930.00	0.007
932.00	0.008
934.00	-0.002
936.00	-0.001
938.00	0.008
940.00	0.010
942.00	0.012
944.00	0.006
946.00	0.000
948.00	0.014
950.00	0.001
952.00	0.001
954.00	0.007
956.00	0.011
958.00	0.002
960.00	-0.004
962.00	0.005
964.00	0.004
966.00	-0.005
968.00	0.000
970.00	0.003
972.00	0.001
974.00	0.008
976.00	0.007
978.00	0.008
980.00	0.009
982.00	0.005
984.00	-0.006
986.00	0.001
988.00	0.006
990.00	-0.010
992.00	-0.001
994.00	0.013
996.00	-0.001
998.00	0.006
1000.00	-0.005
