"iron_s_s_05.spc - RawData"
"Wavelength nm."	"Abs."
400.00	0.037
401.00	0.037
402.00	0.038
403.00	0.039
404.00	0.040
405.00	0.041
406.00	0.042
407.00	0.043
408.00	0.044
409.00	0.044
410.00	0.045
411.00	0.046
412.00	0.047
413.00	0.048
414.00	0.048
415.00	0.049
416.00	0.050
417.00	0.051
418.00	0.052
419.00	0.052
420.00	0.053
421.00	0.054
422.00	0.054
423.00	0.055
424.00	0.056
425.00	0.056
426.00	0.057
427.00	0.058
428.00	0.058
429.00	0.059
430.00	0.060
431.00	0.061
432.00	0.061
433.00	0.062
434.00	0.063
435.00	0.063
436.00	0.064
437.00	0.064
438.00	0.065
439.00	0.065
440.00	0.066
441.00	0.066
442.00	0.067
443.00	0.067
444.00	0.067
445.00	0.068
446.00	0.068
447.00	0.069
448.00	0.069
449.00	0.069
450.00	0.070
451.00	0.070
452.00	0.071
453.00	0.071
454.00	0.072
455.00	0.072
456.00	0.073
457.00	0.073
458.00	0.074
459.00	0.074
460.00	0.075
461.00	0.076
462.00	0.076
463.00	0.077
464.00	0.078
465.00	0.078
466.00	0.079
467.00	0.080
468.00	0.080
469.00	0.081
470.00	0.081
471.00	0.082
472.00	0.082
473.00	0.083
474.00	0.083
475.00	0.083
476.00	0.084
477.00	0.084
478.00	0.084
479.00	0.084
480.00	0.084
481.00	0.085
482.00	0.085
483.00	0.085
484.00	0.085
485.00	0.085
486.00	0.085
487.00	0.085
488.00	0.086
489.00	0.086
490.00	0.086
491.00	0.087
492.00	0.087
493.00	0.087
494.00	0.087
495.00	0.088
496.00	0.088
497.00	0.089
498.00	0.089
499.00	0.090
500.00	0.090
501.00	0.090
502.00	0.091
503.00	0.092
504.00	0.092
505.00	0.092
506.00	0.093
507.00	0.093
508.00	0.093
509.00	0.093
510.00	0.093
511.00	0.093
512.00	0.093
513.00	0.092
514.00	0.092
515.00	0.091
516.00	0.091
517.00	0.090
518.00	0.089
519.00	0.088
520.00	0.087
521.00	0.086
522.00	0.085
523.00	0.083
524.00	0.082
525.00	0.080
526.00	0.078
527.00	0.076
528.00	0.074
529.00	0.072
530.00	0.070
531.00	0.068
532.00	0.066
533.00	0.064
534.00	0.062
535.00	0.060
536.00	0.057
537.00	0.055
538.00	0.053
539.00	0.051
540.00	0.048
541.00	0.046
542.00	0.044
543.00	0.042
544.00	0.040
545.00	0.038
546.00	0.037
547.00	0.035
548.00	0.033
549.00	0.032
550.00	0.031
551.00	0.029
552.00	0.028
553.00	0.027
554.00	0.026
555.00	0.025
556.00	0.024
557.00	0.023
558.00	0.022
559.00	0.021
560.00	0.020
561.00	0.020
562.00	0.019
563.00	0.018
564.00	0.018
565.00	0.017
566.00	0.016
567.00	0.016
568.00	0.015
569.00	0.015
570.00	0.014
571.00	0.014
572.00	0.014
573.00	0.013
574.00	0.013
575.00	0.013
576.00	0.012
577.00	0.012
578.00	0.012
579.00	0.012
580.00	0.011
581.00	0.011
582.00	0.011
583.00	0.011
584.00	0.010
585.00	0.010
586.00	0.010
587.00	0.010
588.00	0.010
589.00	0.010
590.00	0.010
591.00	0.009
592.00	0.009
593.00	0.009
594.00	0.009
595.00	0.009
596.00	0.009
597.00	0.008
598.00	0.008
599.00	0.008
600.00	0.008
601.00	0.008
602.00	0.008
603.00	0.008
604.00	0.008
605.00	0.008
606.00	0.008
607.00	0.008
608.00	0.008
609.00	0.008
610.00	0.008
611.00	0.007
612.00	0.007
613.00	0.007
614.00	0.007
615.00	0.007
616.00	0.007
617.00	0.007
618.00	0.007
619.00	0.007
620.00	0.007
621.00	0.007
622.00	0.007
623.00	0.007
624.00	0.007
625.00	0.007
626.00	0.007
627.00	0.007
628.00	0.007
629.00	0.007
630.00	0.007
631.00	0.007
632.00	0.007
633.00	0.007
634.00	0.007
635.00	0.007
636.00	0.007
637.00	0.007
638.00	0.006
639.00	0.006
640.00	0.007
641.00	0.006
642.00	0.006
643.00	0.007
644.00	0.006
645.00	0.006
646.00	0.007
647.00	0.007
648.00	0.006
649.00	0.007
650.00	0.007
651.00	0.007
652.00	0.007
653.00	0.007
654.00	0.007
655.00	0.007
656.00	0.007
657.00	0.007
658.00	0.007
659.00	0.007
660.00	0.007
661.00	0.007
662.00	0.007
663.00	0.007
664.00	0.007
665.00	0.007
666.00	0.007
667.00	0.007
668.00	0.007
669.00	0.007
670.00	0.007
671.00	0.007
672.00	0.007
673.00	0.007
674.00	0.007
675.00	0.007
676.00	0.007
677.00	0.007
678.00	0.007
679.00	0.007
680.00	0.007
681.00	0.007
682.00	0.007
683.00	0.007
684.00	0.007
685.00	0.007
686.00	0.007
687.00	0.008
688.00	0.008
689.00	0.007
690.00	0.007
691.00	0.007
692.00	0.008
693.00	0.008
694.00	0.008
695.00	0.008
696.00	0.008
697.00	0.008
698.00	0.008
699.00	0.008
700.00	0.008
