
 7.990E-0001,-7.26329E-0007
 7.980E-0001,-3.11284E-0007
 7.970E-0001,-7.62951E-0008
 7.960E-0001, 6.40878E-0008
 7.950E-0001, 0.00000E+0000
 7.940E-0001, 2.74662E-0008
 7.930E-0001,-2.13626E-0008
 7.920E-0001,-7.01915E-0008
 7.910E-0001,-3.96734E-0008
 7.900E-0001,-1.19020E-0007
 7.890E-0001,-5.49324E-0008
 7.880E-0001,-7.62951E-0008
 7.870E-0001,-8.54505E-0008
 7.860E-0001,-3.35698E-0008
 7.850E-0001,-9.15541E-0008
 7.840E-0001,-1.52590E-0008
 7.830E-0001,-2.74662E-0008
 7.820E-0001,-3.66216E-0008
 7.810E-0001, 1.52590E-0008
 7.800E-0001,-3.66216E-0008
 7.790E-0001, 3.35698E-0008
 7.780E-0001, 3.05180E-0008
 7.770E-0001, 2.13626E-0008
 7.760E-0001, 8.23987E-0008
 7.750E-0001, 1.52590E-0008
 7.740E-0001, 9.15541E-0008
 7.730E-0001, 9.15541E-0008
 7.720E-0001, 7.93469E-0008
 7.710E-0001, 1.40383E-0007
 7.700E-0001, 7.93469E-0008
 7.690E-0001, 1.52590E-0007
 7.680E-0001, 1.52590E-0007
 7.670E-0001, 1.31227E-0007
 7.660E-0001, 1.92263E-0007
 7.650E-0001, 1.31227E-0007
 7.640E-0001, 1.98367E-0007
 7.630E-0001, 2.01419E-0007
 7.620E-0001, 1.80056E-0007
 7.610E-0001, 2.47196E-0007
 7.600E-0001, 1.80056E-0007
 7.590E-0001, 2.47196E-0007
 7.580E-0001, 2.44144E-0007
 7.570E-0001, 2.25833E-0007
 7.560E-0001, 2.86869E-0007
 7.550E-0001, 2.22781E-0007
 7.540E-0001, 2.99076E-0007
 7.530E-0001, 2.89921E-0007
 7.520E-0001, 2.74662E-0007
 7.510E-0001, 3.35698E-0007
 7.500E-0001, 2.68558E-0007
 7.490E-0001, 3.38750E-0007
 7.480E-0001, 3.38750E-0007
 7.470E-0001, 3.23491E-0007
 7.460E-0001, 3.75371E-0007
 7.450E-0001, 3.14335E-0007
 7.440E-0001, 3.81475E-0007
 7.430E-0001, 3.72320E-0007
 7.420E-0001, 3.57061E-0007
 7.410E-0001, 4.15045E-0007
 7.400E-0001, 3.47905E-0007
 7.390E-0001, 4.18097E-0007
 7.380E-0001, 4.18097E-0007
 7.370E-0001, 3.93682E-0007
 7.360E-0001, 4.51667E-0007
 7.350E-0001, 3.90630E-0007
 7.340E-0001, 4.60822E-0007
 7.330E-0001, 4.51667E-0007
 7.320E-0001, 4.27252E-0007
 7.310E-0001, 4.88288E-0007
 7.300E-0001, 4.15045E-0007
 7.290E-0001, 4.82185E-0007
 7.280E-0001, 4.79133E-0007
 7.270E-0001, 4.60822E-0007
 7.260E-0001, 5.21858E-0007
 7.250E-0001, 4.57770E-0007
 7.240E-0001, 5.24910E-0007
 7.230E-0001, 5.09651E-0007
 7.220E-0001, 4.97444E-0007
 7.210E-0001, 5.52376E-0007
 7.200E-0001, 4.85236E-0007
 7.190E-0001, 5.55428E-0007
 7.180E-0001, 5.49324E-0007
 7.170E-0001, 5.21858E-0007
 7.160E-0001, 5.76791E-0007
 7.150E-0001, 5.09651E-0007
 7.140E-0001, 5.76791E-0007
 7.130E-0001, 5.73739E-0007
 7.120E-0001, 5.49324E-0007
 7.110E-0001, 6.10360E-0007
 7.100E-0001, 5.40169E-0007
 7.090E-0001, 6.04257E-0007
 7.080E-0001, 5.95101E-0007
 7.070E-0001, 5.76791E-0007
 7.060E-0001, 6.37827E-0007
 7.050E-0001, 5.67635E-0007
 7.040E-0001, 6.28671E-0007
 7.030E-0001, 6.16464E-0007
 7.020E-0001, 6.01205E-0007
 7.010E-0001, 6.62241E-0007
 7.000E-0001, 5.92050E-0007
 6.990E-0001, 6.50034E-0007
 6.980E-0001, 6.40878E-0007
 6.970E-0001, 6.31723E-0007
 6.960E-0001, 6.89707E-0007
 6.950E-0001, 6.10360E-0007
 6.940E-0001, 6.74448E-0007
 6.930E-0001, 6.71396E-0007
 6.920E-0001, 6.46982E-0007
 6.910E-0001, 6.98863E-0007
 6.900E-0001, 6.22568E-0007
 6.890E-0001, 6.89707E-0007
 6.880E-0001, 6.92759E-0007
 6.870E-0001, 6.68345E-0007
 6.860E-0001, 7.32433E-0007
 6.850E-0001, 6.53086E-0007
 6.840E-0001, 7.20225E-0007
 6.830E-0001, 7.17174E-0007
 6.820E-0001, 6.86655E-0007
 6.810E-0001, 7.41588E-0007
 6.800E-0001, 6.77500E-0007
 6.790E-0001, 7.35484E-0007
 6.780E-0001, 7.26329E-0007
 6.770E-0001, 7.04966E-0007
 6.760E-0001, 7.66002E-0007
 6.750E-0001, 6.92759E-0007
 6.740E-0001, 7.56847E-0007
 6.730E-0001, 7.44640E-0007
 6.720E-0001, 7.17174E-0007
 6.710E-0001, 7.81261E-0007
 6.700E-0001, 7.04966E-0007
